,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Attrition,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,DailyRate,MonthlyIncome
562,30,2,3,3,2,6,4,5,24,0,12,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.20520231213872833,0.5398425971470733
563,45,2,3,2,2,4,3,1,14,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.7976878612716763,-0.5922282341367437
564,42,29,3,2,3,6,2,1,13,1,10,2,9,8,0,0,1,0,0,0,0,0,1,0,1,0,0.18641618497109827,-0.06099360550909985
565,38,12,3,1,2,7,1,2,15,1,13,2,4,3,0,0,1,0,0,0,0,1,0,0,1,0,-0.48121387283236994,0.39498278406296117
566,34,16,4,3,2,4,4,1,16,0,6,3,5,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.14739884393063585,-0.5236104279390064
567,49,11,3,3,3,2,4,1,18,2,9,4,9,8,1,0,0,1,0,0,0,0,1,0,1,0,0.5491329479768786,0.7309394982784063
568,55,2,1,3,3,2,4,4,16,0,12,2,9,7,1,0,0,0,1,0,0,0,0,1,1,0,-0.5317919075144508,0.11756025577963601
569,27,5,1,3,2,3,4,1,16,1,9,3,9,8,0,0,0,0,0,0,1,1,0,0,0,1,-0.773121387283237,1.9985243482538122
570,35,7,3,3,3,6,3,3,21,0,17,4,8,5,0,0,0,0,0,1,0,0,0,1,1,0,0.21098265895953758,1.3622725036891294
571,28,2,4,2,3,2,2,1,20,0,8,3,8,7,0,0,0,1,0,0,0,0,1,0,0,1,-0.06358381502890173,0.023856369896704376
572,34,3,2,3,3,5,4,0,19,1,4,1,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0.036127167630057806,-0.2324151500245942
573,26,5,2,3,2,4,3,1,14,1,8,3,8,7,1,0,0,0,1,0,0,0,1,0,0,1,0.1199421965317919,-0.5696015740285293
574,27,3,3,4,3,4,4,1,11,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.5216763005780347,-0.7319232661091982
575,51,26,4,1,3,1,3,2,14,1,29,2,20,6,0,0,0,1,0,0,0,0,1,0,1,0,0.7427745664739884,2.8590752582390557
576,44,4,3,4,3,7,2,9,12,0,10,2,5,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.2586705202312139,0.30767338908017705
577,25,2,1,1,4,4,1,7,13,0,6,2,4,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.9017341040462428,-0.30939498278406297
578,33,1,3,1,4,2,1,1,22,1,9,3,9,8,0,0,0,0,1,0,0,1,0,0,1,0,-0.315028901734104,-0.1586325627151992
579,35,27,1,3,2,4,1,1,11,0,6,2,6,5,0,0,0,0,1,0,0,0,0,1,1,0,0.7789017341040463,-0.5221347761928185
580,36,1,2,2,3,2,4,1,14,1,18,2,18,14,0,0,1,0,0,0,0,0,1,0,0,1,0.1791907514450867,0.3735858337432366
581,32,13,4,2,3,2,4,2,11,1,8,2,5,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.9927745664739884,-0.06861780619773733
582,30,5,4,2,2,4,4,9,12,1,10,2,5,4,0,0,1,0,0,0,0,1,0,0,1,0,0.30057803468208094,-0.22651254303984258
583,53,7,2,1,2,2,4,7,18,1,35,3,5,2,0,0,0,1,0,0,0,0,1,0,0,1,-0.20664739884393063,1.5376291195277914
584,45,9,3,4,3,2,1,4,12,1,18,3,5,4,0,0,0,1,0,0,0,1,0,0,0,1,0.18208092485549132,1.4950811608460404
585,32,8,2,3,4,4,3,5,12,1,9,2,5,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.2398843930635838,0.12124938514510576
586,52,25,4,3,2,6,4,3,22,0,31,3,9,8,0,0,0,0,1,0,0,0,1,0,1,0,0.12427745664739884,2.248893261190359
587,37,16,4,4,2,2,3,4,19,2,9,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.6676300578034682,0.4062961141170684
588,28,8,2,2,2,5,4,1,13,1,6,3,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5274566473988439,0.06246925725528775
589,22,1,2,4,2,6,4,6,22,2,4,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0.615606936416185,0.022872602065912444
590,44,8,4,1,4,9,4,2,24,1,10,2,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0.2630057803468208,-0.4584358091490408
591,42,2,1,2,3,4,4,5,14,0,8,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0.6748554913294798,-0.5329562223315297
592,36,8,3,1,2,5,1,0,21,0,6,3,5,4,0,0,1,0,0,0,0,0,1,0,1,0,0.684971098265896,-0.5755041810132808
593,25,3,1,3,3,2,1,1,18,0,5,3,5,3,0,0,0,0,0,1,0,0,1,0,0,1,-0.958092485549133,-0.12001967535661584
594,35,9,3,4,2,6,3,1,20,1,17,3,17,14,0,0,1,0,0,0,0,0,1,0,0,1,-0.2846820809248555,1.4763895720609936
595,35,25,4,4,3,4,2,1,19,1,10,2,10,2,1,0,1,0,0,0,0,1,0,0,0,1,-0.9739884393063584,-0.6542056074766355
596,32,1,3,4,3,9,4,0,12,1,4,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.7283236994219653,-0.5823905558288244
597,25,4,1,3,2,2,1,1,12,0,5,4,5,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.319364161849711,-0.10477127397934087
598,49,1,3,3,3,4,1,2,16,1,7,3,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0.8872832369942196,-0.27102803738317754
599,24,4,1,1,2,9,4,0,17,0,6,2,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0.6719653179190751,-0.37383177570093457
600,32,5,2,2,3,2,2,1,14,1,10,3,10,8,0,0,1,0,0,0,0,0,1,0,1,0,-0.6141618497109826,0.45302508607968517
601,38,9,3,2,2,8,2,0,19,1,3,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.5910404624277457,-0.43851451057550417
602,42,3,3,3,4,9,4,2,13,1,17,2,5,3,0,0,1,0,0,0,0,0,1,0,0,1,0.6661849710982659,0.13502213477619282
603,31,11,4,4,3,4,4,3,19,1,8,3,6,4,0,0,1,0,0,0,0,0,1,0,0,1,0.6040462427745664,-0.5720609936055091
604,29,1,3,2,2,8,3,6,19,3,5,3,3,2,1,0,0,0,1,0,0,1,0,0,0,1,-0.6690751445086706,-0.46286276438760454
605,53,8,3,1,3,2,4,5,14,1,28,3,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0.09248554913294797,1.7594687653713723
606,35,25,3,4,2,6,2,3,16,0,16,3,13,10,0,0,0,0,0,0,1,0,1,0,1,0,-0.1907514450867052,1.530004918839154
607,37,21,2,3,3,8,4,5,15,1,10,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.6170520231213873,-0.42031480570585344
608,53,23,4,4,3,3,4,6,18,0,33,3,12,9,0,0,1,0,0,0,0,0,0,1,1,0,-1.0144508670520231,2.3593212001967534
609,43,1,3,4,3,7,4,4,13,1,12,2,5,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.5520231213872833,0.2164289227742253
610,47,2,2,3,3,2,4,0,22,1,8,3,7,6,0,0,0,1,0,0,0,0,1,0,0,1,-0.8020231213872833,-0.035661583866207575
611,37,19,2,1,3,2,2,1,13,0,10,3,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0.6473988439306358,0.7279881947860305
612,39,2,3,4,2,5,4,8,11,2,13,3,5,4,0,0,1,0,0,0,0,0,1,0,1,0,0.8367052023121387,0.12838170191834727
613,33,3,2,4,3,5,2,3,11,1,7,4,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0.3916184971098266,-0.5914904082636497
614,32,25,4,1,3,9,4,1,24,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-0.6213872832369942,-0.46409247417609445
615,29,7,1,1,2,9,4,6,14,3,8,3,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0.407514450867052,-0.528775209050664
616,44,9,2,2,3,4,1,1,13,0,8,3,8,7,0,0,1,0,0,0,0,0,1,0,0,1,-0.20664739884393063,-0.5221347761928185
617,28,5,4,1,3,2,4,1,14,0,4,3,4,2,0,0,0,0,1,0,0,0,0,1,1,0,0.024566473988439308,0.05558288243974422
618,58,2,1,4,2,9,4,9,14,1,3,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,-0.033236994219653176,-0.5661583866207575
619,43,8,3,1,3,6,2,4,21,1,4,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.9060693641618497,0.02041318248893261
620,20,2,3,3,2,8,3,1,13,0,2,2,2,2,1,0,0,0,1,0,0,0,0,1,1,0,-0.4393063583815029,-0.6487948844072798
621,21,18,1,4,3,4,4,1,19,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.9002890173410405,-0.4891785538612887
622,36,14,1,3,3,7,4,0,17,1,17,2,16,8,0,0,1,0,0,0,0,0,1,0,0,1,0.8973988439306358,0.4682734874569602
623,47,2,4,4,2,8,4,1,18,0,3,2,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0.9393063583815029,-0.3413674372848008
624,22,3,1,2,3,6,3,0,19,1,4,4,3,2,1,0,1,0,0,0,0,0,1,0,0,1,-0.2702312138728324,-0.12567634038366945
625,41,2,4,2,1,9,4,4,13,1,10,2,7,7,1,0,1,0,0,0,0,1,0,0,0,1,0.4060693641618497,-0.4682734874569602
626,28,9,3,3,3,4,3,5,18,1,6,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0.27601156069364163,-0.5668962124938515
627,39,6,3,4,3,9,1,7,21,0,8,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0.4595375722543353,-0.5602557796360059
628,27,4,3,2,3,4,3,1,19,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.26878612716763006,-0.5814067879980325
629,34,10,3,2,3,9,2,1,14,2,1,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.37283236994219654,-0.6576487948844073
630,42,14,2,3,2,2,3,7,17,0,10,3,5,4,0,0,0,0,1,0,0,0,0,1,1,0,-0.49421965317919075,0.3841613379242499
631,33,1,4,3,2,4,1,3,11,0,6,3,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0.569364161849711,-0.4631087063453025
632,58,5,3,3,2,7,2,2,13,1,24,3,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0.6763005780346821,1.443679291687162
633,31,7,4,2,2,8,3,3,15,0,13,4,7,7,0,0,1,0,0,0,0,0,1,0,1,0,-0.9393063583815029,-0.5787014264633547
634,35,21,1,4,3,7,4,1,25,1,10,1,10,6,0,0,1,0,0,0,0,0,1,0,0,1,0.48121387283236994,-0.16428922774225282
635,49,8,2,1,3,9,2,4,11,1,29,2,26,9,0,0,0,0,0,1,0,0,1,0,1,0,-0.40028901734104044,0.6692080668962125
636,48,20,4,4,3,4,3,4,17,2,13,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.9609826589595376,-0.5959173635022135
637,31,20,2,4,3,2,3,1,13,1,9,2,9,8,0,0,0,1,0,0,0,0,1,0,1,0,0.5549132947976878,0.5533694048204624
638,36,7,4,2,3,4,4,2,18,0,8,3,6,2,0,0,0,0,0,1,0,0,0,1,1,0,-0.8901734104046243,-0.000983767830791933
639,38,1,3,4,3,3,1,1,13,1,15,3,15,12,0,0,0,0,0,0,1,0,1,0,1,0,0.7644508670520231,2.1888834235120513
640,32,1,3,3,2,9,2,6,20,0,5,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0.5491329479768786,-0.5779636005902608
641,25,19,2,3,2,8,2,1,18,3,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.09104046242774566,-0.558042302016724
642,40,10,4,1,2,2,2,2,12,1,11,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.21098265895953758,1.23536645351697
643,26,1,3,3,2,2,1,1,12,0,7,3,7,7,0,0,0,0,1,0,0,0,0,1,1,0,0.6921965317919075,-0.0954254795868175
644,41,6,3,4,3,9,1,2,13,0,20,3,18,13,0,0,0,0,1,0,0,0,0,1,0,1,-0.7817919075144508,0.009591736350221348
645,36,2,4,3,3,9,3,4,21,0,16,3,11,8,0,0,0,0,1,0,0,0,0,1,1,0,0.1936416184971098,-0.5319724545007378
646,19,21,3,4,2,8,2,1,13,0,1,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,-0.5563583815028902,-0.6298573536645352
647,20,4,3,1,3,9,1,1,19,0,1,3,1,0,1,0,0,0,0,0,1,0,0,1,1,0,-0.9754335260115607,-0.42031480570585344
648,31,12,3,4,3,7,4,0,11,2,10,1,9,7,0,0,0,0,1,0,0,0,1,0,0,1,-0.27167630057803466,0.28848991637973437
649,40,9,4,4,3,4,2,8,14,1,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.9609826589595376,-0.2619281849483522
650,32,3,4,3,3,6,1,1,12,1,8,4,8,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.4421965317919075,0.5024594195769798
651,36,3,1,3,2,2,4,1,11,1,16,3,16,7,1,0,1,0,0,0,0,0,1,0,0,1,-0.3959537572254335,1.3878504672897196
652,33,1,3,2,2,7,4,0,14,0,6,3,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0.3829479768786127,0.5575504181013281
653,37,1,4,1,2,2,3,5,11,0,17,1,14,1,1,0,1,0,0,0,0,0,1,0,1,0,-0.2586705202312139,1.457697983275947
654,45,4,2,3,3,9,2,1,12,0,9,2,9,7,0,0,1,0,0,0,0,0,1,0,1,0,0.001445086705202312,-0.05779636005902607
655,29,20,3,3,3,8,4,1,15,1,3,3,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0.8670520231213873,-0.6210034431874077
656,35,18,3,3,3,2,3,1,16,0,5,3,5,2,0,0,0,0,1,0,0,0,1,0,1,0,0.5997109826589595,-0.019921298573536646
657,58,2,3,4,3,4,3,4,24,0,7,3,1,0,1,0,0,0,0,0,1,0,0,1,1,0,-0.7442196531791907,-0.5418101328086572
658,53,2,2,3,3,1,3,6,13,1,22,4,17,13,0,0,0,0,1,0,0,1,0,0,1,0,0.8265895953757225,2.50122970978849
659,30,8,2,3,3,2,3,5,11,1,10,4,8,4,0,0,0,0,0,1,0,1,0,0,1,0,-0.8280346820809249,0.6350221347761928
660,38,10,3,3,3,2,4,1,13,0,6,3,5,3,0,0,0,0,0,0,1,0,0,1,0,1,-0.9421965317919075,0.24200688637481554
661,35,3,4,4,3,2,4,6,13,1,12,3,10,9,0,0,1,0,0,0,0,1,0,0,1,0,0.11271676300578035,0.7725036891293655
662,39,2,5,1,4,2,3,0,18,0,9,3,8,7,0,0,1,0,0,0,0,0,0,1,1,0,0.1430635838150289,0.7865223807181505
663,40,24,3,2,4,2,2,4,16,0,22,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.9754335260115607,2.0934579439252334
664,47,16,4,3,4,6,3,1,19,0,20,4,19,10,0,0,0,0,1,0,0,1,0,0,0,1,0.8309248554913294,0.09468765371372356
665,36,8,4,1,3,2,4,4,13,2,12,3,7,7,0,0,0,0,0,0,1,1,0,0,1,0,0.6141618497109826,0.09763895720609936
666,31,9,2,3,2,4,1,0,22,0,4,3,3,2,1,0,0,0,1,0,0,0,0,1,0,1,-0.6777456647398844,-0.5806689621249385
667,29,10,3,4,2,4,1,6,20,0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.14739884393063585,-0.5602557796360059
668,33,13,1,2,3,4,4,3,18,0,5,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.4956647398843931,-0.3025086079685194
669,45,1,4,4,3,9,4,3,14,2,8,3,5,3,0,0,0,0,1,0,0,1,0,0,1,0,0.24566473988439305,-0.5932120019675357
670,33,1,4,3,4,7,2,1,13,1,6,3,6,5,0,0,0,0,0,1,0,0,1,0,0,1,0.033236994219653176,0.1982292179045745
671,27,16,4,3,3,9,2,9,14,1,4,3,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0.476878612716763,-0.4601574028529267
672,45,23,2,4,3,9,1,1,15,1,9,3,9,8,0,0,1,0,0,0,0,0,1,0,0,1,-0.8034682080924855,-0.25799311362518446
673,47,4,2,4,3,2,4,1,17,0,9,3,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0.21820809248554912,-0.12764387604525332
674,30,22,3,1,3,4,3,4,11,0,7,3,5,2,1,0,1,0,0,0,0,0,1,0,0,1,-0.9624277456647399,-0.6271519921298574
675,50,24,3,4,3,6,3,3,18,1,22,3,12,11,0,0,1,0,0,0,0,0,1,0,0,1,0.19508670520231214,2.2850467289719627
676,38,10,1,3,3,4,3,0,17,1,3,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0.8482658959537572,-0.4913920314805706
677,46,7,2,4,3,6,3,6,13,1,13,3,8,7,0,0,0,0,1,0,0,1,0,0,1,0,-0.3439306358381503,1.515740285292671
678,24,17,1,4,2,6,3,1,15,2,5,3,4,2,0,0,0,0,1,0,0,1,0,0,1,0,0.5809248554913294,-0.0750122970978849
679,35,14,4,3,2,9,2,1,24,1,5,1,4,2,1,0,0,0,0,1,0,1,0,0,0,1,-0.2630057803468208,-0.2309394982784063
680,31,1,1,3,3,6,1,1,12,1,4,3,4,3,0,0,1,0,0,0,0,0,1,0,1,0,0.0708092485549133,-0.13133300541072307
681,18,5,2,2,3,4,4,1,15,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.7471098265895953,-0.8930152484013772
682,54,17,3,3,3,6,3,8,11,1,22,3,10,7,0,0,0,0,0,0,1,0,1,0,1,0,0.9205202312138728,1.4896704377766847
683,35,25,4,3,3,7,3,1,11,1,16,2,16,10,0,0,0,0,1,0,0,1,0,0,0,1,-0.319364161849711,1.4033448106246926
684,30,8,2,2,4,3,1,0,12,3,9,2,8,7,0,0,1,0,0,0,0,0,1,0,0,1,-0.9407514450867052,1.6561731431382194
685,20,11,3,4,2,4,1,1,15,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.4234104046242775,-0.5120511559272012
686,30,5,3,2,3,9,2,0,17,0,4,3,3,2,1,0,0,0,1,0,0,0,0,1,1,0,-1.004335260115607,-0.5558288243974422
687,26,2,2,4,4,6,4,1,12,0,8,3,8,7,0,0,0,0,1,0,0,0,1,0,1,0,0.3786127167630058,0.19429414658140678
688,22,8,1,2,1,9,1,1,15,1,4,2,4,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.8482658959537572,-0.5486965076242006
689,48,6,3,1,2,7,3,2,13,0,19,3,2,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.7615606936416185,-0.10870634530250861
690,48,4,4,3,2,7,3,7,14,0,27,3,15,11,0,0,1,0,0,0,0,0,0,1,1,0,0.796242774566474,1.5536153467781604
691,41,7,2,4,3,6,3,6,14,0,8,3,2,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.3684971098265896,0.07894736842105263
692,39,1,1,4,2,6,4,1,16,1,21,3,21,6,0,0,1,0,0,0,0,0,1,0,1,0,-0.4884393063583815,1.9822921790457453
693,27,2,4,1,3,6,4,0,18,1,4,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.3627167630057804,-0.1119035907525824
694,35,10,3,2,3,9,4,1,20,1,3,2,3,2,0,0,0,0,0,1,0,1,0,0,1,0,-0.002890173410404624,-0.18814559763895722
695,50,9,3,1,3,9,4,4,18,0,8,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-0.5661583866207575
696,59,2,3,3,2,6,4,3,13,0,30,3,5,3,0,0,1,0,0,0,0,0,0,1,0,1,-0.12861271676300579,2.2242990654205608
697,37,11,2,1,1,7,2,5,15,0,15,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.4869942196531792,0.02336448598130841
698,55,18,4,3,3,7,2,3,14,2,17,3,8,7,0,0,0,0,1,0,0,0,1,0,0,1,-0.9667630057803468,0.41883915395966553
699,38,3,4,2,3,2,4,8,12,0,19,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.3338150289017341,0.5359075258239056
700,26,29,2,2,1,2,1,8,18,0,7,3,2,2,1,0,0,0,1,0,0,0,0,1,1,0,-0.7789017341040463,0.0705853418593212
701,44,28,3,4,4,2,4,3,18,1,23,3,12,11,0,0,0,0,1,0,0,0,1,0,0,1,0.930635838150289,2.1244466305951795
702,50,1,3,4,3,2,3,0,12,1,19,3,18,7,0,0,1,0,0,0,0,0,1,0,1,0,-0.9523121387283237,0.40949335956714217
703,36,16,4,3,4,9,1,1,16,0,18,3,17,13,1,0,1,0,0,0,0,0,0,1,1,0,0.11705202312138728,-0.4768814559763896
704,39,22,3,4,3,6,1,1,13,0,21,3,21,6,0,0,0,0,1,0,0,0,0,1,0,1,0.203757225433526,1.5243482538121003
705,33,8,1,2,2,8,4,0,19,0,3,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.33815028901734107,-0.5755041810132808
706,32,29,4,4,3,9,3,9,12,0,10,3,8,7,0,0,0,0,1,0,0,0,0,1,1,0,0.4407514450867052,-0.161583866207575
707,34,1,4,2,4,2,4,0,11,1,16,2,15,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.8497109826589595,1.2402852926709296
708,59,1,2,2,3,1,4,3,14,1,14,1,6,4,0,0,0,0,0,0,1,0,1,0,0,1,0.41184971098265893,1.7761928184948352
709,45,24,4,2,3,5,2,1,16,0,6,3,6,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.023121387283236993,-0.6160846040334481
710,53,2,3,3,2,2,2,2,12,1,30,3,15,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.9826589595375722,0.6992129857353665
711,36,15,3,1,3,9,3,7,14,1,9,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.20809248554913296,0.037383177570093455
712,26,2,3,1,3,4,1,6,14,1,6,3,3,2,1,0,1,0,0,0,0,0,1,0,0,1,-0.6676300578034682,-0.6492867683226758
713,34,10,4,3,3,8,3,1,19,1,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0.7644508670520231,-0.6055090998524348
714,28,10,1,4,3,8,2,1,22,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.4913294797687861,-0.8927693064436792
715,38,3,4,3,3,4,3,3,16,1,8,3,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0.5520231213872833,-0.45769798327594685
716,37,3,3,4,3,7,2,3,15,0,8,2,4,3,0,0,0,0,0,1,0,0,0,1,1,0,-0.9826589595375722,-0.1414166256763404
717,40,26,3,3,3,2,1,1,14,1,8,2,7,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.7283236994219653,0.9134284308903099
718,26,1,1,1,2,4,3,1,13,2,5,3,5,3,0,0,0,0,1,0,0,1,0,0,1,0,0.16907514450867053,-0.6578947368421053
719,54,2,4,3,2,2,3,6,11,1,13,3,9,4,0,0,1,0,0,0,0,0,1,0,1,0,0.40173410404624277,1.4766355140186915
720,56,9,3,1,3,4,3,2,19,1,18,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.630057803468208,-0.4279390063944909
721,36,12,5,4,2,6,4,0,11,0,15,2,14,8,0,0,0,0,1,0,0,0,0,1,1,0,-0.011560693641618497,1.0270536153467782
722,55,2,1,3,2,1,1,7,15,0,31,4,9,7,0,0,0,0,1,0,0,0,0,1,1,0,-0.5202312138728323,2.96950319724545
723,43,25,3,3,2,2,4,5,13,1,18,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.5621387283236994,1.5041810132808657
724,20,9,3,4,3,8,4,1,14,0,2,3,2,2,1,0,0,1,0,0,0,0,0,1,0,1,-0.05057803468208093,-0.5801770782095426
725,21,10,3,3,2,9,1,1,13,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0.7658959537572254,-0.8032464338416134
726,46,8,4,4,2,4,1,8,23,3,19,3,16,13,0,0,1,0,0,0,0,1,0,0,0,1,0.2875722543352601,-0.01647811116576488
727,51,4,4,1,3,4,3,9,12,3,18,4,10,0,1,0,1,0,0,0,0,0,1,0,0,1,0.75,-0.5462370880472208
728,28,24,2,2,2,7,1,1,12,0,10,2,10,7,1,0,0,0,0,0,1,0,0,1,1,0,0.8121387283236994,0.9936055090998525
729,26,1,2,1,2,9,1,1,16,2,6,3,5,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.884393063583815,-0.17879980324643385
730,30,20,3,3,3,6,1,0,15,1,7,2,6,2,0,0,0,0,0,1,0,0,1,0,1,0,0.5375722543352601,1.2973438268568618
731,41,7,2,2,4,4,3,1,13,0,10,3,10,6,0,0,0,0,0,0,1,0,1,0,1,0,-0.4263005780346821,-0.32120019675356615
732,38,17,1,3,2,7,3,0,18,1,20,2,19,9,0,0,1,0,0,0,0,0,1,0,1,0,-0.684971098265896,1.0184456468273488
733,40,20,4,1,3,7,4,4,20,1,14,3,11,10,0,0,0,0,0,0,1,0,1,0,1,0,0.9942196531791907,1.3871126414166257
734,27,8,5,1,1,9,3,1,19,3,3,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.6835260115606936,-0.01500245941957698
735,55,2,1,4,3,6,2,3,18,1,23,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.4147398843930636,1.5479586817511068
736,28,10,3,3,3,4,3,3,13,0,10,4,8,7,0,0,0,0,0,1,0,0,0,1,1,0,0.07658959537572255,-0.2513526807673389
737,44,1,2,2,2,5,1,9,14,1,24,3,20,6,1,0,0,0,1,0,0,0,1,0,1,0,0.8265895953757225,1.426463354648303
738,33,5,3,4,2,7,4,4,15,1,9,3,3,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.21676300578034682,0.5993605509099852
739,35,4,3,4,3,2,1,0,22,0,9,3,8,7,1,0,0,0,0,0,1,0,0,1,0,1,0.5780346820809249,1.205115592720118
740,33,29,4,1,2,4,3,1,22,0,14,3,13,7,1,0,0,0,1,0,0,0,0,1,1,0,0.033236994219653176,-0.04279390063944909
741,28,15,2,1,3,9,3,1,16,1,4,2,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0.1315028901734104,-0.6087063453025086
742,34,3,1,1,3,7,4,0,17,0,7,2,6,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.26878612716763006,0.7560255779636006
743,37,10,4,4,2,2,4,2,14,3,8,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.7153179190751445,0.49483521888834237
744,25,4,1,4,3,9,4,1,15,1,7,4,7,7,1,0,0,0,0,0,1,0,1,0,0,1,0.5997109826589595,-0.24372848007870143
745,26,21,3,1,3,9,3,1,20,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0.7601156069364162,-0.5668962124938515
746,33,25,3,1,2,4,2,4,20,0,5,3,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0.3078034682080925,-0.5826364977865224
747,28,1,3,1,2,9,2,1,15,2,1,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.29624277456647397,-0.5130349237579931
748,50,1,4,4,3,2,3,3,14,0,5,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.2239884393063584,0.01131333005410723
749,33,7,3,4,3,2,2,0,17,1,4,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.2398843930635838,-0.09345794392523364
